order_id,customer_id,order_date,order_status,payment_method,shipping_city,shipping_state
O50738,C1054,2025-03-20,Shipped,UPI,Jaipur,West Bengal
O50739,C1081,2025-12-21,Delivered,Credit Card,Ahmedabad,Telangana
O50740,C1216,2025-06-09,Delivered,COD,Chennai,Maharashtra
O50741,C1015,2025-09-15,Shipped,Credit Card,Jaipur,Maharashtra
O50742,C1134,2025-10-06,Delivered,Debit Card,Bengaluru,Tamil Nadu
O50743,C1178,2025-06-26,Delivered,COD,Chennai,Haryana
O50744,C1039,2025-06-16,Delivered,UPI,Noida,Telangana
O50745,C1088,2025-06-16,Returned,Net Banking,Hyderabad,Tamil Nadu
O50746,C1103,2025-11-11,Delivered,Credit Card,Hyderabad,Haryana
O50747,C1199,2025-05-22,Delivered,Net Banking,Delhi,Haryana
O50748,C1293,2025-04-13,Delivered,UPI,Hyderabad,Maharashtra
O50749,C1250,2025-05-12,Delivered,UPI,Kolkata,Tamil Nadu
O50750,C1056,2025-03-13,Delivered,Net Banking,Pune,Maharashtra
O50751,C1005,2025-05-23,Shipped,COD,Hyderabad,Maharashtra
O50752,C1015,2025-02-11,Shipped,COD,Mumbai,Telangana
O50753,C1178,2025-02-02,Cancelled,Net Banking,Mumbai,Haryana
O50754,C1046,2025-09-22,Shipped,Debit Card,Noida,Telangana
O50755,C1069,2025-01-29,Delivered,UPI,Mumbai,Uttar Pradesh
O50756,C1254,2025-07-27,Delivered,Credit Card,Jaipur,Uttar Pradesh
O50757,C1262,2025-10-12,Delivered,Net Banking,Lucknow,Haryana
O50758,C1251,2025-09-22,Delivered,Credit Card,Chennai,Maharashtra
O50759,C1076,2025-06-12,Cancelled,Debit Card,Chennai,Delhi
O50760,C1185,2025-03-12,Delivered,UPI,Chennai,Uttar Pradesh
O50761,C1183,2025-12-06,Returned,Debit Card,Bengaluru,Maharashtra
O50762,C1055,2025-11-01,Delivered,Credit Card,Bengaluru,Rajasthan
O50763,C1166,2025-08-12,Delivered,UPI,Chennai,Gujarat
O50764,C1157,2025-02-01,Delivered,UPI,Jaipur,Rajasthan
O50765,C1118,2025-01-13,Delivered,Debit Card,Pune,Rajasthan
O50766,C1225,2025-04-26,Delivered,Credit Card,Hyderabad,Uttar Pradesh
O50767,C1203,2025-02-27,Delivered,UPI,Bengaluru,Maharashtra
O50768,C1159,2025-11-11,Delivered,Debit Card,Mumbai,West Bengal
O50769,C1217,2025-03-17,Cancelled,UPI,Mumbai,Telangana
O50770,C1228,2025-04-14,Delivered,UPI,Delhi,Delhi
O50771,C1170,2025-12-23,Delivered,UPI,Bengaluru,Telangana
O50772,C1080,2025-10-26,Shipped,Debit Card,Kolkata,Rajasthan
O50773,C1227,2025-03-21,Delivered,COD,Kolkata,Rajasthan
O50774,C1215,2025-05-20,Cancelled,Credit Card,Lucknow,Maharashtra
O50775,C1295,2025-07-08,Shipped,Credit Card,Delhi,Haryana
O50776,C1044,2025-08-31,Delivered,Credit Card,Jaipur,Maharashtra
O50777,C1125,2025-12-08,Delivered,Credit Card,Jaipur,Maharashtra
O50778,C1277,2025-11-14,Delivered,Net Banking,Bengaluru,Maharashtra
O50779,C1154,2025-12-23,Shipped,Credit Card,Mumbai,Maharashtra
O50780,C1282,2025-01-15,Shipped,Net Banking,Pune,Karnataka
O50781,C1003,2025-03-28,Delivered,COD,Kolkata,Delhi
O50782,C1010,2025-07-25,Delivered,COD,Ahmedabad,Maharashtra
O50783,C1238,2025-01-18,Delivered,Debit Card,Chennai,Maharashtra
O50784,C1107,2025-05-10,Delivered,Net Banking,Hyderabad,Uttar Pradesh
O50785,C1156,2025-02-26,Returned,COD,Chennai,Gujarat
O50786,C1128,2025-12-07,Delivered,Net Banking,Delhi,West Bengal
O50787,C1122,2025-01-24,Delivered,Credit Card,Chennai,Gujarat
O50788,C1281,2025-02-24,Delivered,UPI,Delhi,Telangana
O50789,C1028,2025-03-13,Shipped,UPI,Lucknow,Uttar Pradesh
O50790,C1231,2025-02-24,Returned,COD,Ahmedabad,Gujarat
O50791,C1266,2025-07-27,Delivered,Debit Card,Hyderabad,Karnataka
O50792,C1197,2025-05-13,Delivered,Credit Card,Pune,West Bengal
O50793,C1118,2025-11-30,Delivered,Credit Card,Kolkata,Maharashtra
O50794,C1048,2025-04-06,Delivered,Credit Card,Chennai,Karnataka
O50795,C1204,2025-07-16,Delivered,COD,Kolkata,Karnataka
O50796,C1140,2025-08-29,Delivered,Net Banking,Hyderabad,Maharashtra
O50797,C1044,2025-08-17,Delivered,COD,Gurugram,Telangana
O50798,C1107,2025-10-18,Delivered,Credit Card,Delhi,West Bengal
O50799,C1288,2025-03-15,Delivered,Debit Card,Mumbai,Delhi
O50800,C1079,2025-07-05,Delivered,UPI,Hyderabad,Uttar Pradesh
O50801,C1053,2025-10-20,Shipped,COD,Bengaluru,Gujarat
O50802,C1204,2025-11-12,Delivered,Debit Card,Hyderabad,Telangana
O50803,C1059,2025-08-14,Shipped,Debit Card,Mumbai,Uttar Pradesh
O50804,C1275,2025-08-26,Delivered,Debit Card,Lucknow,Tamil Nadu
O50805,C1257,2025-11-12,Delivered,Credit Card,Pune,Tamil Nadu
O50806,C1295,2025-08-17,Delivered,COD,Ahmedabad,Gujarat
O50807,C1273,2025-12-13,Delivered,Debit Card,Pune,Tamil Nadu
O50808,C1073,2025-02-16,Delivered,Net Banking,Bengaluru,Maharashtra
O50809,C1063,2025-05-07,Delivered,UPI,Chennai,Telangana
O50810,C1102,2025-02-10,Cancelled,Credit Card,Mumbai,Haryana
O50811,C1140,2025-02-03,Delivered,COD,Gurugram,Maharashtra
O50812,C1263,2025-06-22,Delivered,UPI,Pune,West Bengal
O50813,C1220,2025-03-24,Delivered,UPI,Jaipur,Uttar Pradesh
O50814,C1193,2025-05-29,Delivered,COD,Noida,West Bengal
O50815,C1263,2025-06-09,Shipped,Credit Card,Bengaluru,Tamil Nadu
O50816,C1193,2025-08-15,Shipped,Credit Card,Kolkata,Maharashtra
O50817,C1113,2025-12-12,Delivered,Debit Card,Kolkata,Delhi
O50818,C1123,2025-11-07,Delivered,UPI,Bengaluru,West Bengal
O50819,C1155,2025-05-19,Delivered,UPI,Delhi,Rajasthan
O50820,C1026,2025-04-29,Delivered,UPI,Delhi,West Bengal
O50821,C1222,2025-10-09,Cancelled,UPI,Bengaluru,Karnataka
O50822,C1195,2025-02-15,Shipped,UPI,Jaipur,Tamil Nadu
O50823,C1219,2025-07-17,Delivered,Net Banking,Delhi,Maharashtra
O50824,C1160,2025-06-04,Delivered,Credit Card,Ahmedabad,Maharashtra
O50825,C1234,2025-03-08,Delivered,UPI,Kolkata,Maharashtra
O50826,C1284,2025-08-14,Delivered,UPI,Delhi,Haryana
O50827,C1170,2025-04-28,Delivered,Debit Card,Pune,Uttar Pradesh
O50828,C1133,2025-03-09,Delivered,COD,Gurugram,Tamil Nadu
O50829,C1031,2025-08-27,Returned,Credit Card,Lucknow,Haryana
O50830,C1233,2025-03-05,Delivered,UPI,Hyderabad,Gujarat
O50831,C1271,2025-09-03,Delivered,Credit Card,Mumbai,Uttar Pradesh
O50832,C1209,2025-03-01,Delivered,Debit Card,Mumbai,Tamil Nadu
O50833,C1259,2025-06-08,Delivered,UPI,Hyderabad,Uttar Pradesh
O50834,C1258,2025-10-22,Shipped,COD,Delhi,Maharashtra
O50835,C1239,2025-03-25,Delivered,Net Banking,Mumbai,Tamil Nadu
O50836,C1150,2025-10-08,Shipped,Credit Card,Noida,Uttar Pradesh
O50837,C1029,2025-09-21,Shipped,COD,Chennai,Uttar Pradesh
O50838,C1000,2025-11-26,Delivered,Credit Card,Kolkata,Gujarat
O50839,C1061,2025-03-03,Delivered,UPI,Bengaluru,Haryana
O50840,C1129,2025-09-19,Returned,COD,Noida,Uttar Pradesh
O50841,C1223,2025-12-08,Delivered,COD,Pune,Gujarat
O50842,C1136,2025-10-06,Delivered,Credit Card,Ahmedabad,Uttar Pradesh
O50843,C1006,2025-03-10,Cancelled,Debit Card,Gurugram,Maharashtra
O50844,C1063,2025-10-28,Cancelled,UPI,Noida,Delhi
O50845,C1293,2025-02-09,Delivered,Net Banking,Noida,Tamil Nadu
O50846,C1296,2025-08-03,Delivered,Net Banking,Jaipur,Delhi
O50847,C1113,2025-07-01,Delivered,Net Banking,Noida,Delhi
O50848,C1241,2025-07-13,Shipped,Debit Card,Hyderabad,Uttar Pradesh
O50849,C1215,2025-07-09,Delivered,Net Banking,Lucknow,Karnataka
O50850,C1279,2025-01-12,Delivered,Debit Card,Chennai,Uttar Pradesh
O50851,C1266,2025-07-05,Delivered,COD,Pune,Tamil Nadu
O50852,C1188,2025-12-08,Returned,UPI,Gurugram,Maharashtra
O50853,C1118,2025-06-09,Shipped,Debit Card,Delhi,Telangana
O50854,C1187,2025-04-12,Delivered,Debit Card,Noida,Gujarat
O50855,C1095,2025-12-30,Delivered,Debit Card,Lucknow,Haryana
O50856,C1104,2025-02-06,Returned,UPI,Noida,Tamil Nadu
O50857,C1182,2025-06-27,Cancelled,Credit Card,Delhi,Rajasthan
O50858,C1171,2025-07-07,Delivered,COD,Jaipur,Karnataka
O50859,C1174,2025-06-24,Delivered,UPI,Bengaluru,Uttar Pradesh
O50860,C1115,2025-12-03,Delivered,Net Banking,Pune,Karnataka
O50861,C1122,2025-06-03,Delivered,Net Banking,Kolkata,Karnataka
O50862,C1003,2025-12-22,Delivered,Debit Card,Hyderabad,Gujarat
O50863,C1180,2025-01-25,Delivered,UPI,Ahmedabad,Tamil Nadu
O50864,C1172,2025-09-25,Delivered,UPI,Bengaluru,Gujarat
O50865,C1280,2025-08-05,Shipped,Credit Card,Kolkata,Rajasthan
O50866,C1151,2025-03-29,Delivered,UPI,Ahmedabad,West Bengal
O50867,C1140,2025-03-25,Delivered,UPI,Bengaluru,Haryana
O50868,C1020,2025-09-20,Delivered,UPI,Mumbai,Maharashtra
O50869,C1059,2025-08-21,Delivered,UPI,Lucknow,Gujarat
O50870,C1101,2025-08-12,Delivered,COD,Gurugram,Tamil Nadu
O50871,C1113,2025-01-19,Delivered,Net Banking,Delhi,Maharashtra
O50872,C1108,2025-08-07,Delivered,UPI,Hyderabad,Maharashtra
O50873,C1118,2025-12-25,Delivered,Net Banking,Lucknow,Rajasthan
O50874,C1230,2025-01-07,Cancelled,UPI,Noida,Haryana
O50875,C1039,2025-06-21,Delivered,Debit Card,Ahmedabad,Uttar Pradesh
O50876,C1099,2025-06-30,Cancelled,UPI,Jaipur,Rajasthan
O50877,C1048,2025-11-24,Cancelled,UPI,Lucknow,Maharashtra
O50878,C1092,2025-04-14,Shipped,UPI,Bengaluru,Rajasthan
O50879,C1205,2025-06-23,Delivered,Debit Card,Mumbai,Telangana
O50880,C1014,2025-09-19,Delivered,Debit Card,Hyderabad,Uttar Pradesh
O50881,C1101,2025-01-23,Delivered,Credit Card,Noida,Telangana
O50882,C1007,2025-10-20,Delivered,Net Banking,Ahmedabad,Gujarat
O50883,C1286,2025-10-28,Delivered,Net Banking,Chennai,Gujarat
O50884,C1218,2025-09-20,Returned,Net Banking,Bengaluru,Haryana
O50885,C1073,2025-08-25,Delivered,Debit Card,Hyderabad,Uttar Pradesh
O50886,C1059,2025-09-30,Shipped,Debit Card,Kolkata,West Bengal
O50887,C1029,2025-10-13,Delivered,Debit Card,Hyderabad,Uttar Pradesh
O50888,C1141,2025-11-26,Delivered,Credit Card,Ahmedabad,Delhi
O50889,C1226,2025-06-06,Delivered,Debit Card,Lucknow,Maharashtra
O50890,C1175,2025-06-16,Delivered,UPI,Lucknow,Delhi
O50891,C1264,2025-08-21,Delivered,COD,Chennai,Maharashtra
O50892,C1103,2025-03-12,Delivered,Credit Card,Kolkata,Uttar Pradesh
O50893,C1083,2025-11-09,Delivered,Net Banking,Mumbai,Karnataka
O50894,C1143,2025-10-09,Delivered,COD,Delhi,Delhi
O50895,C1060,2025-08-19,Delivered,Debit Card,Pune,Karnataka
O50896,C1292,2025-04-21,Returned,COD,Ahmedabad,Haryana
O50897,C1055,2025-05-07,Delivered,Debit Card,Noida,Gujarat
O50898,C1143,2025-06-08,Delivered,UPI,Hyderabad,Uttar Pradesh
O50899,C1156,2025-08-30,Delivered,UPI,Gurugram,Rajasthan
O50900,C1017,2025-10-11,Delivered,UPI,Bengaluru,Karnataka
O50901,C1140,2025-09-03,Delivered,COD,Noida,Delhi
O50902,C1136,2025-12-06,Delivered,Debit Card,Kolkata,West Bengal
O50903,C1077,2025-12-17,Returned,Credit Card,Jaipur,Karnataka
O50904,C1038,2025-09-15,Delivered,Debit Card,Jaipur,Rajasthan
O50905,C1013,2025-05-16,Delivered,Credit Card,Kolkata,Tamil Nadu
O50906,C1002,2025-08-07,Delivered,COD,Gurugram,Rajasthan
O50907,C1144,2025-06-05,Delivered,COD,Hyderabad,Karnataka
O50908,C1026,2025-08-18,Delivered,UPI,Noida,Delhi
O50909,C1287,2025-10-24,Delivered,Net Banking,Pune,Uttar Pradesh
O50910,C1073,2025-05-15,Delivered,Credit Card,Hyderabad,Karnataka
O50911,C1195,2025-07-04,Delivered,UPI,Kolkata,Maharashtra
O50912,C1202,2025-01-17,Shipped,COD,Noida,Rajasthan
O50913,C1148,2025-09-26,Delivered,UPI,Jaipur,Maharashtra
O50914,C1265,2025-06-28,Delivered,Credit Card,Bengaluru,Gujarat
O50915,C1033,2025-06-17,Delivered,UPI,Ahmedabad,Haryana
O50916,C1070,2025-07-14,Delivered,Debit Card,Hyderabad,Maharashtra
O50917,C1075,2025-03-20,Delivered,Debit Card,Hyderabad,Rajasthan
O50918,C1040,2025-08-07,Delivered,Credit Card,Kolkata,Uttar Pradesh
O50919,C1088,2025-09-29,Returned,UPI,Jaipur,Maharashtra
O50920,C1093,2025-05-08,Delivered,UPI,Noida,Rajasthan
O50921,C1229,2025-02-17,Delivered,COD,Hyderabad,Tamil Nadu
O50922,C1090,2025-05-22,Shipped,COD,Delhi,Rajasthan
O50923,C1263,2025-03-14,Shipped,COD,Bengaluru,Telangana
O50924,C1231,2025-05-17,Delivered,Debit Card,Jaipur,Gujarat
O50925,C1270,2025-08-17,Delivered,Debit Card,Ahmedabad,Gujarat
O50926,C1031,2025-02-11,Delivered,Net Banking,Mumbai,Uttar Pradesh
O50927,C1295,2025-09-30,Cancelled,Net Banking,Pune,Uttar Pradesh
O50928,C1184,2025-03-23,Delivered,Debit Card,Hyderabad,Tamil Nadu
O50929,C1294,2025-11-23,Cancelled,Credit Card,Pune,Uttar Pradesh
O50930,C1106,2025-09-25,Delivered,Debit Card,Gurugram,Haryana
O50931,C1285,2025-04-10,Shipped,UPI,Mumbai,Maharashtra
O50932,C1176,2025-07-25,Delivered,UPI,Pune,Tamil Nadu
O50933,C1021,2025-02-10,Delivered,Net Banking,Hyderabad,Karnataka
O50934,C1123,2025-02-06,Delivered,COD,Lucknow,Gujarat
O50935,C1041,2025-12-15,Delivered,UPI,Hyderabad,Maharashtra
O50936,C1282,2025-10-20,Delivered,UPI,Pune,Tamil Nadu
O50937,C1091,2025-02-26,Delivered,UPI,Chennai,Rajasthan
O50938,C1066,2025-04-14,Delivered,Net Banking,Jaipur,Uttar Pradesh
O50939,C1165,2025-03-14,Delivered,Credit Card,Bengaluru,Haryana
O50940,C1127,2025-05-25,Shipped,Credit Card,Bengaluru,West Bengal
O50941,C1029,2025-04-17,Cancelled,UPI,Gurugram,Uttar Pradesh
O50942,C1244,2025-04-30,Delivered,COD,Ahmedabad,Telangana
O50943,C1253,2025-07-13,Delivered,Debit Card,Ahmedabad,Maharashtra
O50944,C1222,2025-03-11,Delivered,Net Banking,Gurugram,Uttar Pradesh
O50945,C1185,2025-11-19,Cancelled,Net Banking,Pune,Rajasthan
O50946,C1120,2025-09-23,Delivered,UPI,Mumbai,Uttar Pradesh
O50947,C1162,2025-10-05,Delivered,COD,Lucknow,Gujarat
O50948,C1156,2025-03-03,Returned,Debit Card,Delhi,Maharashtra
O50949,C1049,2025-09-16,Returned,Net Banking,Gurugram,West Bengal
O50950,C1024,2025-11-02,Delivered,Credit Card,Mumbai,Delhi
O50951,C1075,2025-03-05,Delivered,COD,Hyderabad,Telangana
O50952,C1136,2025-10-02,Delivered,COD,Gurugram,Delhi
O50953,C1048,2025-05-11,Shipped,Debit Card,Hyderabad,West Bengal
O50954,C1032,2025-10-15,Delivered,UPI,Kolkata,Uttar Pradesh
O50955,C1255,2025-06-24,Delivered,COD,Jaipur,West Bengal
O50956,C1112,2025-10-20,Delivered,COD,Noida,Gujarat
O50957,C1175,2025-02-23,Delivered,Debit Card,Noida,Haryana
O50958,C1157,2025-05-23,Delivered,Debit Card,Noida,Uttar Pradesh
O50959,C1220,2025-04-10,Delivered,Credit Card,Ahmedabad,Telangana
O50960,C1221,2025-04-01,Cancelled,UPI,Chennai,West Bengal
O50961,C1088,2025-04-23,Shipped,COD,Hyderabad,Rajasthan
O50962,C1254,2025-05-20,Delivered,Debit Card,Jaipur,Tamil Nadu
O50963,C1111,2025-02-16,Shipped,Credit Card,Chennai,Maharashtra
O50964,C1250,2025-09-16,Delivered,Net Banking,Gurugram,Tamil Nadu
O50965,C1121,2025-07-20,Delivered,UPI,Hyderabad,Tamil Nadu
O50966,C1033,2025-10-30,Delivered,UPI,Kolkata,Gujarat
O50967,C1228,2025-09-15,Cancelled,Credit Card,Delhi,Karnataka
O50968,C1009,2025-02-24,Shipped,Debit Card,Chennai,Telangana
O50969,C1231,2025-01-26,Cancelled,Credit Card,Bengaluru,Telangana
O50970,C1012,2025-06-04,Cancelled,UPI,Delhi,Uttar Pradesh
O50971,C1062,2025-06-25,Returned,Credit Card,Mumbai,Uttar Pradesh
O50972,C1181,2025-03-29,Delivered,Credit Card,Bengaluru,Delhi
O50973,C1282,2025-10-13,Cancelled,Debit Card,Pune,Tamil Nadu
O50974,C1122,2025-08-01,Delivered,Debit Card,Mumbai,Karnataka
O50975,C1036,2025-10-01,Delivered,COD,Chennai,Gujarat
O50976,C1069,2025-02-09,Delivered,COD,Pune,West Bengal
O50977,C1268,2025-10-25,Delivered,Credit Card,Bengaluru,Uttar Pradesh
O50978,C1218,2025-03-17,Delivered,COD,Jaipur,Uttar Pradesh
O50979,C1030,2025-06-13,Delivered,Debit Card,Noida,Maharashtra
O50980,C1115,2025-06-10,Delivered,UPI,Pune,Uttar Pradesh
O50981,C1079,2025-10-27,Delivered,Credit Card,Delhi,Delhi
O50982,C1053,2025-04-12,Cancelled,Net Banking,Lucknow,Haryana
O50983,C1253,2025-03-29,Delivered,COD,Gurugram,Delhi
O50984,C1185,2025-05-04,Delivered,Credit Card,Jaipur,Maharashtra
O50985,C1053,2025-05-12,Delivered,UPI,Gurugram,Uttar Pradesh
O50986,C1195,2025-03-08,Delivered,UPI,Mumbai,West Bengal
O50987,C1124,2025-03-06,Delivered,UPI,Chennai,Karnataka
O50988,C1018,2025-03-26,Shipped,Net Banking,Jaipur,Uttar Pradesh
O50989,C1134,2025-06-20,Delivered,Debit Card,Gurugram,Maharashtra
O50990,C1055,2025-05-06,Delivered,Debit Card,Gurugram,Telangana
O50991,C1073,2025-05-24,Shipped,Net Banking,Ahmedabad,Maharashtra
O50992,C1263,2025-09-20,Delivered,COD,Mumbai,West Bengal
O50993,C1213,2025-03-29,Cancelled,Net Banking,Gurugram,Uttar Pradesh
O50994,C1040,2025-11-29,Delivered,UPI,Kolkata,Haryana
O50995,C1255,2025-10-02,Cancelled,Debit Card,Noida,Maharashtra
O50996,C1172,2025-03-05,Shipped,COD,Ahmedabad,Uttar Pradesh
O50997,C1262,2025-04-25,Shipped,Net Banking,Ahmedabad,West Bengal
O50998,C1224,2025-03-08,Delivered,Credit Card,Ahmedabad,Karnataka
O50999,C1101,2025-04-10,Cancelled,Credit Card,Mumbai,Maharashtra
O51000,C1160,2025-05-14,Returned,COD,Noida,Haryana
O51001,C1159,2025-02-17,Delivered,UPI,Bengaluru,Delhi
O51002,C1215,2025-01-06,Shipped,Debit Card,Pune,Karnataka
O51003,C1074,2025-06-10,Shipped,UPI,Lucknow,West Bengal
O51004,C1099,2025-09-13,Delivered,COD,Chennai,Haryana
O51005,C1073,2025-04-21,Cancelled,UPI,Lucknow,Delhi
O51006,C1088,2025-11-11,Delivered,UPI,Jaipur,Karnataka
O51007,C1048,2025-05-15,Delivered,Credit Card,Kolkata,West Bengal
O51008,C1010,2025-11-25,Delivered,Credit Card,Noida,Maharashtra
O51009,C1282,2025-03-28,Delivered,Debit Card,Delhi,Maharashtra
O51010,C1022,2025-07-16,Cancelled,Credit Card,Delhi,Uttar Pradesh
O51011,C1266,2025-10-06,Delivered,Credit Card,Chennai,West Bengal
O51012,C1000,2025-01-22,Delivered,Debit Card,Gurugram,Gujarat
O51013,C1233,2025-12-06,Delivered,Debit Card,Lucknow,Rajasthan
O51014,C1098,2025-05-14,Delivered,COD,Noida,Telangana
O51015,C1155,2025-07-01,Shipped,Debit Card,Lucknow,West Bengal
O51016,C1084,2025-08-18,Cancelled,Debit Card,Kolkata,Maharashtra
O51017,C1147,2025-08-23,Delivered,Net Banking,Noida,Delhi
O51018,C1135,2025-01-09,Delivered,UPI,Delhi,Maharashtra
O51019,C1158,2025-11-13,Delivered,Net Banking,Pune,West Bengal
O51020,C1117,2025-08-16,Delivered,COD,Pune,Tamil Nadu
O51021,C1160,2025-12-31,Delivered,Credit Card,Mumbai,Uttar Pradesh
O51022,C1247,2025-06-22,Delivered,UPI,Hyderabad,Uttar Pradesh
O51023,C1130,2025-08-12,Delivered,Credit Card,Noida,Haryana
O51024,C1108,2025-06-10,Delivered,Credit Card,Noida,Delhi
O51025,C1039,2025-11-21,Delivered,Debit Card,Kolkata,Maharashtra
O51026,C1107,2025-10-31,Delivered,COD,Lucknow,Gujarat
O51027,C1037,2025-11-28,Shipped,Debit Card,Mumbai,Rajasthan
O51028,C1054,2025-07-04,Shipped,UPI,Lucknow,Uttar Pradesh
O51029,C1285,2025-10-16,Delivered,Credit Card,Pune,Uttar Pradesh
O51030,C1026,2025-05-11,Shipped,Net Banking,Pune,Telangana
O51031,C1144,2025-06-18,Cancelled,Credit Card,Noida,Tamil Nadu
O51032,C1250,2025-10-05,Delivered,Debit Card,Bengaluru,Uttar Pradesh
O51033,C1285,2025-01-30,Delivered,Net Banking,Bengaluru,Rajasthan
O51034,C1044,2025-09-17,Delivered,Credit Card,Chennai,Haryana
O51035,C1049,2025-01-06,Shipped,Net Banking,Noida,Delhi
O51036,C1111,2025-07-31,Delivered,Credit Card,Gurugram,Tamil Nadu
O51037,C1166,2025-06-24,Delivered,UPI,Bengaluru,Telangana
O51038,C1287,2025-06-21,Delivered,Credit Card,Delhi,Uttar Pradesh
O51039,C1062,2025-06-30,Delivered,Debit Card,Noida,Telangana
O51040,C1049,2025-06-29,Returned,UPI,Chennai,Telangana
O51041,C1075,2025-05-29,Delivered,COD,Lucknow,Maharashtra
O51042,C1262,2025-06-14,Cancelled,Debit Card,Hyderabad,Uttar Pradesh
O51043,C1009,2025-07-27,Returned,UPI,Noida,Gujarat
O51044,C1114,2025-10-06,Cancelled,COD,Lucknow,Rajasthan
O51045,C1035,2025-07-21,Delivered,COD,Hyderabad,Uttar Pradesh
O51046,C1047,2025-08-23,Shipped,UPI,Kolkata,West Bengal
O51047,C1275,2025-11-02,Delivered,UPI,Gurugram,Maharashtra
O51048,C1000,2025-12-28,Delivered,Credit Card,Hyderabad,Karnataka
O51049,C1096,2025-02-09,Cancelled,Debit Card,Delhi,Gujarat
O51050,C1274,2025-09-18,Delivered,Net Banking,Chennai,Gujarat
O51051,C1182,2025-03-24,Delivered,Debit Card,Gurugram,Haryana
O51052,C1021,2025-03-13,Delivered,Net Banking,Ahmedabad,Maharashtra
O51053,C1139,2025-10-17,Shipped,UPI,Delhi,Rajasthan
O51054,C1291,2025-01-26,Delivered,Net Banking,Chennai,Uttar Pradesh
O51055,C1120,2025-11-06,Delivered,COD,Noida,Delhi
O51056,C1158,2025-10-09,Cancelled,Debit Card,Kolkata,Gujarat
O51057,C1159,2025-12-30,Delivered,Debit Card,Bengaluru,Karnataka
O51058,C1198,2025-09-01,Delivered,Credit Card,Lucknow,Tamil Nadu
O51059,C1056,2025-11-15,Delivered,COD,Chennai,Delhi
O51060,C1251,2025-02-13,Returned,UPI,Pune,West Bengal
O51061,C1296,2025-11-21,Delivered,Credit Card,Noida,West Bengal
O51062,C1042,2025-02-28,Delivered,UPI,Chennai,Tamil Nadu
O51063,C1245,2025-04-25,Delivered,COD,Bengaluru,Rajasthan
O51064,C1245,2025-02-16,Cancelled,Debit Card,Delhi,Uttar Pradesh
O51065,C1222,2025-05-27,Delivered,COD,Hyderabad,Gujarat
O51066,C1111,2025-10-01,Delivered,Net Banking,Gurugram,West Bengal
O51067,C1140,2025-04-08,Returned,Debit Card,Gurugram,Uttar Pradesh
O51068,C1251,2025-10-28,Delivered,Debit Card,Delhi,West Bengal
O51069,C1045,2025-08-10,Delivered,Credit Card,Pune,West Bengal
O51070,C1248,2025-08-18,Delivered,Debit Card,Gurugram,Telangana
O51071,C1276,2025-12-09,Shipped,Net Banking,Delhi,Rajasthan
O51072,C1204,2025-06-07,Delivered,COD,Bengaluru,Delhi
O51073,C1102,2025-05-06,Delivered,Debit Card,Gurugram,Telangana
O51074,C1167,2025-12-30,Delivered,COD,Noida,Karnataka
O51075,C1015,2025-07-23,Shipped,COD,Bengaluru,Gujarat
O51076,C1279,2025-08-13,Shipped,Debit Card,Delhi,Delhi
O51077,C1102,2025-04-19,Delivered,Debit Card,Lucknow,Tamil Nadu
O51078,C1017,2025-03-20,Delivered,UPI,Bengaluru,Haryana
O51079,C1238,2025-03-03,Cancelled,Credit Card,Lucknow,Gujarat
O51080,C1197,2025-03-23,Delivered,COD,Ahmedabad,Gujarat
O51081,C1186,2025-03-13,Delivered,UPI,Lucknow,Haryana
O51082,C1016,2025-09-30,Delivered,Credit Card,Hyderabad,Gujarat
O51083,C1225,2025-01-22,Delivered,Net Banking,Bengaluru,Karnataka
O51084,C1191,2025-08-18,Delivered,Credit Card,Kolkata,Uttar Pradesh
O51085,C1238,2025-12-13,Delivered,COD,Delhi,West Bengal
O51086,C1248,2025-10-07,Delivered,Net Banking,Ahmedabad,Delhi
O51087,C1063,2025-05-28,Delivered,UPI,Mumbai,Haryana
O51088,C1063,2025-01-22,Delivered,Credit Card,Delhi,Maharashtra
O51089,C1277,2025-11-01,Delivered,Net Banking,Gurugram,Haryana
O51090,C1159,2025-01-02,Delivered,COD,Gurugram,Uttar Pradesh
O51091,C1131,2025-09-06,Cancelled,COD,Delhi,Uttar Pradesh
O51092,C1086,2025-09-02,Delivered,COD,Kolkata,Gujarat
O51093,C1191,2025-03-12,Shipped,UPI,Noida,Karnataka
O51094,C1226,2025-09-28,Delivered,Net Banking,Ahmedabad,Haryana
O51095,C1000,2025-03-06,Shipped,UPI,Bengaluru,Haryana
O51096,C1165,2025-03-24,Delivered,UPI,Kolkata,Gujarat
O51097,C1298,2025-10-24,Delivered,Net Banking,Pune,Maharashtra
O51098,C1084,2025-12-24,Delivered,Debit Card,Noida,Delhi
O51099,C1084,2025-04-07,Delivered,Net Banking,Gurugram,Maharashtra
O51100,C1263,2025-12-03,Delivered,COD,Chennai,Karnataka
O51101,C1018,2025-11-30,Shipped,UPI,Kolkata,Tamil Nadu
O51102,C1119,2025-10-08,Shipped,Debit Card,Mumbai,Maharashtra
O51103,C1137,2025-02-21,Delivered,COD,Pune,Uttar Pradesh
O51104,C1239,2025-04-20,Cancelled,Debit Card,Lucknow,Tamil Nadu
O51105,C1038,2025-09-05,Shipped,Debit Card,Ahmedabad,Uttar Pradesh
O51106,C1130,2025-12-31,Cancelled,Debit Card,Pune,Maharashtra
O51107,C1045,2025-10-25,Delivered,COD,Gurugram,Tamil Nadu
