order_item_id,order_id,product_id,quantity,discount
OI701470,O50742,P2009,1,0.15
OI701471,O50742,P2001,2,0.05
OI701472,O50743,P2003,4,0.2
OI701473,O50743,P2012,2,0.0
OI701474,O50743,P2003,4,0.0
OI701475,O50744,P2005,4,0.15
OI701476,O50744,P2008,4,0.2
OI701477,O50745,P2007,4,0.2
OI701478,O50745,P2006,2,0.2
OI701479,O50746,P2007,1,0.05
OI701480,O50746,P2006,4,0.15
OI701481,O50746,P2010,1,0.1
OI701482,O50747,P2012,1,0.2
OI701483,O50747,P2001,1,0.2
OI701484,O50747,P2010,5,0.15
OI701485,O50748,P2007,3,0.1
OI701486,O50748,P2004,5,0.05
OI701487,O50749,P2009,3,0.15
OI701488,O50749,P2001,2,0.1
OI701489,O50750,P2011,5,0.15
OI701490,O50750,P2005,1,0.15
OI701491,O50751,P2006,5,0.2
OI701492,O50751,P2007,2,0.0
OI701493,O50751,P2010,3,0.0
OI701494,O50752,P2012,2,0.05
OI701495,O50753,P2005,5,0.15
OI701496,O50753,P2005,2,0.2
OI701497,O50754,P2012,2,0.0
OI701498,O50754,P2011,2,0.2
OI701499,O50755,P2003,4,0.0
OI701500,O50755,P2005,2,0.15
OI701501,O50755,P2007,4,0.1
OI701502,O50756,P2002,4,0.0
OI701503,O50756,P2002,4,0.0
OI701504,O50756,P2010,1,0.0
OI701505,O50757,P2003,5,0.05
OI701506,O50757,P2010,5,0.0
OI701507,O50757,P2004,3,0.2
OI701508,O50758,P2003,2,0.05
OI701509,O50759,P2002,5,0.15
OI701510,O50760,P2007,4,0.15
OI701511,O50761,P2008,4,0.0
OI701512,O50761,P2001,4,0.2
OI701513,O50761,P2005,4,0.05
OI701514,O50762,P2010,4,0.0
OI701515,O50762,P2011,5,0.1
OI701516,O50763,P2007,5,0.1
OI701517,O50763,P2001,1,0.2
OI701518,O50764,P2010,1,0.0
OI701519,O50764,P2005,2,0.05
OI701520,O50764,P2007,2,0.0
OI701521,O50765,P2009,4,0.05
OI701522,O50765,P2004,3,0.0
OI701523,O50766,P2011,1,0.2
OI701524,O50766,P2001,3,0.15
OI701525,O50766,P2004,2,0.0
OI701526,O50767,P2001,3,0.05
OI701527,O50767,P2012,5,0.2
OI701528,O50767,P2009,3,0.05
OI701529,O50768,P2012,2,0.1
OI701530,O50769,P2004,4,0.1
OI701531,O50770,P2003,1,0.2
OI701532,O50770,P2006,2,0.05
OI701533,O50771,P2007,2,0.2
OI701534,O50771,P2011,1,0.15
OI701535,O50772,P2006,1,0.0
OI701536,O50772,P2009,5,0.0
OI701537,O50772,P2007,3,0.05
OI701538,O50773,P2011,2,0.0
OI701539,O50773,P2005,2,0.15
OI701540,O50774,P2001,2,0.15
OI701541,O50774,P2006,3,0.05
OI701542,O50775,P2002,1,0.0
OI701543,O50776,P2002,3,0.2
OI701544,O50776,P2009,3,0.0
OI701545,O50777,P2011,2,0.2
OI701546,O50777,P2009,2,0.0
OI701547,O50778,P2004,2,0.15
OI701548,O50779,P2006,4,0.15
OI701549,O50779,P2009,5,0.05
OI701550,O50780,P2006,1,0.0
OI701551,O50780,P2002,5,0.0
OI701552,O50780,P2011,4,0.1
OI701553,O50781,P2011,5,0.1
OI701554,O50781,P2004,1,0.2
OI701555,O50781,P2011,3,0.0
OI701556,O50782,P2004,3,0.15
OI701557,O50782,P2002,1,0.0
OI701558,O50782,P2012,5,0.1
OI701559,O50783,P2005,2,0.1
OI701560,O50783,P2005,4,0.05
OI701561,O50784,P2012,2,0.0
OI701562,O50784,P2007,1,0.05
OI701563,O50785,P2006,3,0.15
OI701564,O50785,P2002,3,0.0
OI701565,O50785,P2006,2,0.2
OI701566,O50786,P2003,1,0.0
OI701567,O50787,P2003,4,0.2
OI701568,O50788,P2012,5,0.1
OI701569,O50788,P2005,4,0.05
OI701570,O50788,P2008,5,0.0
OI701571,O50789,P2012,3,0.05
OI701572,O50789,P2004,1,0.05
OI701573,O50789,P2009,3,0.05
OI701574,O50790,P2010,1,0.0
OI701575,O50790,P2012,4,0.1
OI701576,O50791,P2008,3,0.05
OI701577,O50791,P2010,4,0.05
OI701578,O50791,P2009,4,0.0
OI701579,O50792,P2008,4,0.15
OI701580,O50793,P2011,3,0.05
OI701581,O50793,P2002,5,0.15
OI701582,O50794,P2003,1,0.0
OI701583,O50794,P2002,3,0.0
OI701584,O50795,P2004,4,0.1
OI701585,O50796,P2009,3,0.0
OI701586,O50797,P2012,3,0.0
OI701587,O50797,P2004,3,0.2
OI701588,O50797,P2012,5,0.2
OI701589,O50798,P2008,4,0.15
OI701590,O50798,P2008,1,0.2
OI701591,O50799,P2006,3,0.2
OI701592,O50800,P2006,2,0.0
OI701593,O50801,P2006,5,0.05
OI701594,O50802,P2009,5,0.2
OI701595,O50802,P2009,4,0.0
OI701596,O50802,P2009,1,0.15
OI701597,O50803,P2010,4,0.05
OI701598,O50803,P2005,3,0.1
OI701599,O50804,P2006,3,0.05
OI701600,O50804,P2008,2,0.05
OI701601,O50805,P2002,4,0.15
OI701602,O50805,P2012,2,0.1
OI701603,O50806,P2009,4,0.2
OI701604,O50806,P2011,1,0.05
OI701605,O50807,P2007,3,0.0
OI701606,O50807,P2007,4,0.0
OI701607,O50808,P2011,3,0.2
OI701608,O50808,P2005,1,0.15
OI701609,O50809,P2001,1,0.2
OI701610,O50810,P2004,3,0.05
OI701611,O50810,P2003,5,0.2
OI701612,O50810,P2005,2,0.2
OI701613,O50811,P2005,2,0.1
OI701614,O50811,P2007,1,0.1
OI701615,O50812,P2004,2,0.1
OI701616,O50812,P2005,5,0.1
OI701617,O50813,P2004,5,0.0
OI701618,O50813,P2007,1,0.15
OI701619,O50814,P2004,1,0.15
OI701620,O50814,P2005,2,0.2
OI701621,O50815,P2006,1,0.0
OI701622,O50816,P2003,5,0.1
OI701623,O50817,P2004,4,0.0
OI701624,O50817,P2002,1,0.2
OI701625,O50817,P2009,4,0.2
OI701626,O50818,P2009,3,0.1
OI701627,O50819,P2006,1,0.0
OI701628,O50819,P2007,3,0.15
OI701629,O50820,P2003,2,0.1
OI701630,O50820,P2012,3,0.15
OI701631,O50821,P2005,5,0.15
OI701632,O50821,P2011,4,0.15
OI701633,O50821,P2001,3,0.0
OI701634,O50822,P2009,3,0.05
OI701635,O50822,P2001,4,0.15
OI701636,O50823,P2009,4,0.1
OI701637,O50823,P2001,5,0.1
OI701638,O50824,P2011,2,0.15
OI701639,O50824,P2001,5,0.0
OI701640,O50824,P2007,2,0.0
OI701641,O50825,P2012,1,0.05
OI701642,O50825,P2003,1,0.05
OI701643,O50826,P2010,4,0.15
OI701644,O50826,P2009,2,0.2
OI701645,O50827,P2009,1,0.15
OI701646,O50828,P2003,2,0.15
OI701647,O50829,P2004,2,0.15
OI701648,O50830,P2008,3,0.05
OI701649,O50830,P2010,1,0.0
OI701650,O50830,P2003,2,0.1
OI701651,O50831,P2008,2,0.05
OI701652,O50831,P2008,2,0.2
OI701653,O50831,P2006,3,0.2
OI701654,O50832,P2006,3,0.05
OI701655,O50833,P2004,1,0.15
OI701656,O50834,P2004,5,0.1
OI701657,O50835,P2009,2,0.15
OI701658,O50835,P2003,4,0.15
OI701659,O50835,P2011,5,0.0
OI701660,O50836,P2007,2,0.15
OI701661,O50837,P2004,5,0.2
OI701662,O50837,P2011,1,0.05
OI701663,O50837,P2002,1,0.0
OI701664,O50838,P2002,2,0.2
OI701665,O50838,P2011,5,0.0
OI701666,O50839,P2008,1,0.2
OI701667,O50839,P2005,5,0.0
OI701668,O50840,P2002,5,0.15
OI701669,O50840,P2001,2,0.05
OI701670,O50841,P2001,5,0.2
OI701671,O50842,P2011,4,0.0
OI701672,O50842,P2009,1,0.2
OI701673,O50843,P2002,2,0.15
OI701674,O50843,P2011,3,0.0
OI701675,O50844,P2010,3,0.1
OI701676,O50844,P2012,2,0.0
OI701677,O50844,P2002,4,0.2
OI701678,O50845,P2008,2,0.1
OI701679,O50845,P2001,2,0.15
OI701680,O50845,P2011,5,0.2
OI701681,O50846,P2010,2,0.15
OI701682,O50847,P2011,4,0.05
OI701683,O50847,P2007,4,0.1
OI701684,O50847,P2005,3,0.1
OI701685,O50848,P2012,1,0.2
OI701686,O50849,P2007,3,0.1
OI701687,O50850,P2011,1,0.2
OI701688,O50850,P2009,4,0.0
OI701689,O50851,P2005,2,0.15
OI701690,O50852,P2006,4,0.0
OI701691,O50852,P2009,1,0.15
OI701692,O50852,P2005,3,0.05
OI701693,O50853,P2011,5,0.05
OI701694,O50853,P2004,3,0.15
OI701695,O50854,P2009,5,0.2
OI701696,O50855,P2004,2,0.15
OI701697,O50855,P2006,1,0.15
OI701698,O50856,P2012,3,0.05
OI701699,O50857,P2003,5,0.1
OI701700,O50858,P2012,1,0.05
OI701701,O50858,P2011,3,0.1
OI701702,O50858,P2007,4,0.2
OI701703,O50859,P2008,3,0.05
OI701704,O50859,P2002,4,0.0
OI701705,O50859,P2009,3,0.15
OI701706,O50860,P2007,3,0.1
OI701707,O50860,P2005,1,0.0
OI701708,O50860,P2009,5,0.0
OI701709,O50861,P2008,4,0.15
OI701710,O50862,P2002,2,0.1
OI701711,O50862,P2001,2,0.05
OI701712,O50862,P2012,2,0.2
OI701713,O50863,P2009,5,0.2
OI701714,O50863,P2003,3,0.1
OI701715,O50863,P2012,1,0.1
OI701716,O50864,P2003,4,0.05
OI701717,O50865,P2012,4,0.0
OI701718,O50865,P2002,3,0.1
OI701719,O50865,P2010,3,0.0
OI701720,O50866,P2011,4,0.15
OI701721,O50866,P2012,3,0.0
OI701722,O50866,P2008,3,0.15
OI701723,O50867,P2006,2,0.1
OI701724,O50867,P2008,4,0.1
OI701725,O50867,P2007,5,0.05
OI701726,O50868,P2010,5,0.15
OI701727,O50869,P2005,3,0.0
OI701728,O50869,P2007,2,0.05
OI701729,O50870,P2012,2,0.2
OI701730,O50870,P2007,5,0.05
OI701731,O50871,P2008,4,0.1
OI701732,O50871,P2006,3,0.2
OI701733,O50871,P2010,1,0.15
OI701734,O50872,P2009,3,0.05
OI701735,O50872,P2009,4,0.05
OI701736,O50872,P2005,2,0.0
OI701737,O50873,P2001,3,0.1
OI701738,O50874,P2012,2,0.05
OI701739,O50874,P2003,2,0.1
OI701740,O50875,P2004,4,0.2
OI701741,O50876,P2002,2,0.1
OI701742,O50877,P2002,1,0.1
OI701743,O50877,P2012,3,0.2
OI701744,O50877,P2008,1,0.1
OI701745,O50878,P2007,1,0.0
OI701746,O50878,P2008,3,0.1
OI701747,O50878,P2005,2,0.15
OI701748,O50879,P2006,2,0.15
OI701749,O50880,P2006,2,0.05
OI701750,O50880,P2003,2,0.15
OI701751,O50880,P2001,1,0.1
OI701752,O50881,P2010,4,0.15
OI701753,O50882,P2006,3,0.0
OI701754,O50882,P2007,5,0.05
OI701755,O50883,P2007,2,0.15
OI701756,O50884,P2012,2,0.2
OI701757,O50884,P2002,2,0.05
OI701758,O50884,P2012,4,0.05
OI701759,O50885,P2010,4,0.2
OI701760,O50886,P2002,2,0.15
OI701761,O50886,P2003,1,0.2
OI701762,O50887,P2005,3,0.15
OI701763,O50887,P2001,3,0.05
OI701764,O50888,P2001,3,0.1
OI701765,O50889,P2010,3,0.1
OI701766,O50889,P2010,4,0.2
OI701767,O50890,P2010,4,0.1
OI701768,O50891,P2007,5,0.15
OI701769,O50892,P2004,3,0.2
OI701770,O50893,P2011,4,0.05
OI701771,O50893,P2003,5,0.1
OI701772,O50894,P2012,3,0.0
OI701773,O50894,P2011,3,0.0
OI701774,O50894,P2007,1,0.05
OI701775,O50895,P2006,3,0.2
OI701776,O50895,P2005,4,0.2
OI701777,O50896,P2004,4,0.05
OI701778,O50896,P2006,4,0.05
OI701779,O50896,P2001,5,0.15
OI701780,O50897,P2005,2,0.2
OI701781,O50898,P2009,3,0.0
OI701782,O50898,P2003,1,0.15
OI701783,O50898,P2002,4,0.2
OI701784,O50899,P2009,5,0.1
OI701785,O50900,P2003,3,0.2
OI701786,O50900,P2008,2,0.1
OI701787,O50901,P2001,4,0.05
OI701788,O50901,P2004,3,0.1
OI701789,O50901,P2011,2,0.05
OI701790,O50902,P2011,5,0.1
OI701791,O50902,P2009,5,0.2
OI701792,O50903,P2007,5,0.05
OI701793,O50903,P2005,4,0.0
OI701794,O50903,P2007,5,0.0
OI701795,O50904,P2005,5,0.15
OI701796,O50904,P2002,4,0.0
OI701797,O50904,P2003,5,0.2
OI701798,O50905,P2005,1,0.05
OI701799,O50906,P2003,4,0.2
OI701800,O50906,P2011,2,0.15
OI701801,O50906,P2006,1,0.05
OI701802,O50907,P2009,3,0.15
OI701803,O50907,P2009,2,0.05
OI701804,O50907,P2012,5,0.0
OI701805,O50908,P2002,5,0.1
OI701806,O50908,P2009,4,0.15
OI701807,O50908,P2004,5,0.1
OI701808,O50909,P2004,1,0.1
OI701809,O50909,P2005,4,0.05
OI701810,O50910,P2009,3,0.15
OI701811,O50910,P2008,4,0.1
OI701812,O50910,P2012,2,0.1
OI701813,O50911,P2007,5,0.15
OI701814,O50912,P2012,4,0.1
OI701815,O50913,P2005,5,0.1
OI701816,O50914,P2002,5,0.1
OI701817,O50915,P2005,1,0.1
OI701818,O50915,P2009,2,0.15
OI701819,O50915,P2006,2,0.05
OI701820,O50916,P2004,4,0.05
OI701821,O50917,P2004,2,0.2
OI701822,O50917,P2011,3,0.05
OI701823,O50917,P2009,1,0.1
OI701824,O50918,P2009,1,0.0
OI701825,O50918,P2004,1,0.1
OI701826,O50919,P2004,3,0.05
OI701827,O50919,P2001,4,0.05
OI701828,O50919,P2007,4,0.2
OI701829,O50920,P2007,5,0.1
OI701830,O50921,P2004,4,0.15
OI701831,O50922,P2003,2,0.05
OI701832,O50923,P2011,1,0.15
OI701833,O50923,P2010,4,0.2
OI701834,O50923,P2001,4,0.0
OI701835,O50924,P2006,1,0.15
OI701836,O50924,P2009,3,0.05
OI701837,O50924,P2001,5,0.0
OI701838,O50925,P2008,4,0.15
OI701839,O50925,P2011,1,0.2
OI701840,O50925,P2001,5,0.05
OI701841,O50926,P2002,3,0.1
OI701842,O50926,P2012,1,0.0
OI701843,O50926,P2008,1,0.15
OI701844,O50927,P2012,3,0.2
OI701845,O50928,P2004,3,0.0
OI701846,O50929,P2004,4,0.15
OI701847,O50930,P2001,4,0.05
OI701848,O50931,P2004,2,0.05
OI701849,O50931,P2004,4,0.1
OI701850,O50931,P2008,1,0.1
OI701851,O50932,P2011,3,0.0
OI701852,O50932,P2009,1,0.2
OI701853,O50933,P2010,4,0.1
OI701854,O50933,P2008,1,0.0
OI701855,O50934,P2012,5,0.05
OI701856,O50934,P2005,2,0.15
OI701857,O50934,P2008,4,0.2
OI701858,O50935,P2008,3,0.2
OI701859,O50935,P2005,1,0.05
OI701860,O50936,P2012,5,0.0
OI701861,O50936,P2007,1,0.05
OI701862,O50937,P2012,1,0.0
OI701863,O50937,P2009,3,0.1
OI701864,O50937,P2011,5,0.2
OI701865,O50938,P2012,4,0.2
OI701866,O50938,P2007,1,0.2
OI701867,O50938,P2012,2,0.1
OI701868,O50939,P2008,4,0.05
OI701869,O50939,P2011,5,0.2
OI701870,O50940,P2001,5,0.0
OI701871,O50940,P2003,2,0.0
OI701872,O50941,P2006,2,0.0
OI701873,O50941,P2003,4,0.15
OI701874,O50941,P2004,1,0.1
OI701875,O50942,P2001,4,0.0
OI701876,O50942,P2004,4,0.0
OI701877,O50942,P2004,1,0.05
OI701878,O50943,P2003,1,0.05
OI701879,O50943,P2002,4,0.2
OI701880,O50943,P2003,4,0.05
OI701881,O50944,P2009,2,0.1
OI701882,O50945,P2008,1,0.05
OI701883,O50945,P2009,5,0.0
OI701884,O50946,P2011,2,0.1
OI701885,O50946,P2011,5,0.15
OI701886,O50947,P2008,2,0.2
OI701887,O50947,P2001,1,0.15
OI701888,O50947,P2011,5,0.15
OI701889,O50948,P2005,3,0.05
OI701890,O50948,P2006,1,0.05
OI701891,O50949,P2009,1,0.05
OI701892,O50949,P2004,2,0.15
OI701893,O50949,P2011,4,0.1
OI701894,O50950,P2002,5,0.15
OI701895,O50951,P2007,5,0.2
OI701896,O50951,P2002,2,0.0
OI701897,O50952,P2008,2,0.0
OI701898,O50952,P2006,3,0.15
OI701899,O50953,P2003,4,0.15
OI701900,O50954,P2010,5,0.1
OI701901,O50954,P2012,3,0.2
OI701902,O50954,P2005,3,0.15
OI701903,O50955,P2002,5,0.1
OI701904,O50955,P2012,2,0.2
OI701905,O50956,P2010,4,0.05
OI701906,O50956,P2010,5,0.15
OI701907,O50957,P2011,4,0.1
OI701908,O50957,P2011,1,0.1
OI701909,O50957,P2010,5,0.05
OI701910,O50958,P2005,5,0.1
OI701911,O50959,P2002,2,0.05
OI701912,O50960,P2006,3,0.0
OI701913,O50961,P2008,5,0.2
OI701914,O50962,P2001,5,0.2
OI701915,O50962,P2004,3,0.0
OI701916,O50963,P2010,1,0.15
OI701917,O50963,P2005,3,0.05
OI701918,O50963,P2010,3,0.2
OI701919,O50964,P2008,2,0.2
OI701920,O50965,P2009,1,0.15
OI701921,O50965,P2002,2,0.05
OI701922,O50966,P2008,2,0.1
OI701923,O50967,P2003,4,0.05
OI701924,O50967,P2004,3,0.15
OI701925,O50967,P2008,1,0.1
OI701926,O50968,P2004,5,0.0
OI701927,O50969,P2006,2,0.15
OI701928,O50969,P2006,4,0.05
OI701929,O50970,P2009,2,0.2
OI701930,O50970,P2011,3,0.0
OI701931,O50970,P2008,4,0.05
OI701932,O50971,P2007,5,0.05
OI701933,O50972,P2001,4,0.2
OI701934,O50972,P2010,3,0.0
OI701935,O50973,P2012,1,0.05
OI701936,O50973,P2011,3,0.0
OI701937,O50974,P2005,3,0.2
OI701938,O50975,P2006,3,0.2
OI701939,O50975,P2010,2,0.15
OI701940,O50975,P2009,2,0.2
OI701941,O50976,P2007,3,0.15
OI701942,O50977,P2005,2,0.15
OI701943,O50977,P2012,5,0.15
OI701944,O50977,P2009,4,0.2
OI701945,O50978,P2008,1,0.1
OI701946,O50979,P2004,5,0.15
OI701947,O50979,P2007,5,0.0
OI701948,O50980,P2002,2,0.0
OI701949,O50980,P2007,4,0.15
OI701950,O50981,P2012,2,0.0
OI701951,O50981,P2001,1,0.1
OI701952,O50982,P2011,1,0.05
OI701953,O50982,P2012,1,0.1
OI701954,O50983,P2007,5,0.05
OI701955,O50984,P2006,4,0.2
OI701956,O50984,P2002,3,0.15
OI701957,O50985,P2010,2,0.1
OI701958,O50986,P2008,5,0.15
OI701959,O50986,P2003,4,0.15
OI701960,O50986,P2004,1,0.15
OI701961,O50987,P2010,1,0.1
OI701962,O50987,P2010,5,0.2
OI701963,O50988,P2003,3,0.1
OI701964,O50989,P2002,1,0.05
OI701965,O50990,P2001,1,0.05
OI701966,O50990,P2011,5,0.1
OI701967,O50990,P2001,1,0.2
OI701968,O50991,P2001,5,0.1
OI701969,O50991,P2005,3,0.05
OI701970,O50992,P2010,1,0.15
OI701971,O50992,P2003,3,0.15
OI701972,O50992,P2001,4,0.05
OI701973,O50993,P2006,1,0.15
OI701974,O50993,P2004,5,0.2
OI701975,O50993,P2003,4,0.05
OI701976,O50994,P2007,2,0.15
OI701977,O50994,P2004,5,0.2
OI701978,O50995,P2009,5,0.0
OI701979,O50996,P2012,2,0.1
OI701980,O50996,P2010,2,0.05
OI701981,O50996,P2005,2,0.15
OI701982,O50997,P2005,5,0.1
OI701983,O50997,P2012,4,0.2
OI701984,O50998,P2012,5,0.0
OI701985,O50999,P2005,3,0.15
OI701986,O50999,P2009,2,0.15
OI701987,O51000,P2006,5,0.15
OI701988,O51000,P2012,5,0.0
OI701989,O51000,P2010,1,0.2
OI701990,O51001,P2004,1,0.1
OI701991,O51001,P2004,3,0.0
OI701992,O51001,P2001,3,0.15
OI701993,O51002,P2004,1,0.05
OI701994,O51003,P2004,2,0.05
OI701995,O51004,P2005,4,0.15
OI701996,O51004,P2008,3,0.2
OI701997,O51004,P2004,5,0.05
OI701998,O51005,P2010,5,0.0
OI701999,O51006,P2007,2,0.1
OI702000,O51006,P2009,3,0.1
OI702001,O51007,P2003,4,0.05
OI702002,O51007,P2012,2,0.2
OI702003,O51007,P2008,2,0.15
OI702004,O51008,P2004,2,0.15
OI702005,O51009,P2007,3,0.0
OI702006,O51009,P2003,2,0.05
OI702007,O51010,P2005,3,0.15
OI702008,O51010,P2010,4,0.1
OI702009,O51010,P2012,5,0.05
OI702010,O51011,P2005,5,0.2
OI702011,O51012,P2009,2,0.1
OI702012,O51012,P2003,3,0.0
OI702013,O51012,P2001,5,0.2
OI702014,O51013,P2008,2,0.1
OI702015,O51013,P2009,3,0.05
OI702016,O51013,P2005,5,0.05
OI702017,O51014,P2010,5,0.1
OI702018,O51014,P2003,1,0.1
OI702019,O51014,P2005,1,0.2
OI702020,O51015,P2005,4,0.1
OI702021,O51015,P2006,4,0.1
OI702022,O51015,P2010,1,0.15
OI702023,O51016,P2011,1,0.0
OI702024,O51016,P2008,5,0.2
OI702025,O51016,P2011,1,0.1
OI702026,O51017,P2008,4,0.05
OI702027,O51017,P2006,3,0.2
OI702028,O51017,P2003,2,0.0
OI702029,O51018,P2012,5,0.05
OI702030,O51019,P2008,5,0.05
OI702031,O51019,P2012,2,0.15
OI702032,O51019,P2005,4,0.05
OI702033,O51020,P2008,2,0.2
OI702034,O51020,P2009,3,0.0
OI702035,O51020,P2012,4,0.15
OI702036,O51021,P2008,2,0.05
OI702037,O51021,P2001,1,0.15
OI702038,O51021,P2011,1,0.1
OI702039,O51022,P2005,4,0.2
OI702040,O51023,P2004,5,0.15
OI702041,O51023,P2005,2,0.0
OI702042,O51023,P2012,2,0.05
OI702043,O51024,P2002,5,0.15
OI702044,O51024,P2002,1,0.0
OI702045,O51025,P2006,4,0.0
OI702046,O51025,P2003,3,0.05
OI702047,O51025,P2008,5,0.05
OI702048,O51026,P2011,5,0.0
OI702049,O51026,P2002,5,0.2
OI702050,O51027,P2007,3,0.15
OI702051,O51028,P2005,5,0.0
OI702052,O51028,P2001,5,0.0
OI702053,O51028,P2012,2,0.05
OI702054,O51029,P2012,2,0.0
OI702055,O51030,P2002,4,0.0
OI702056,O51030,P2006,2,0.0
OI702057,O51031,P2007,2,0.0
OI702058,O51032,P2010,4,0.15
OI702059,O51033,P2001,4,0.15
OI702060,O51033,P2003,3,0.15
OI702061,O51033,P2008,2,0.15
OI702062,O51034,P2001,3,0.1
OI702063,O51034,P2005,1,0.0
OI702064,O51034,P2010,5,0.1
OI702065,O51035,P2012,4,0.1
OI702066,O51035,P2012,4,0.2
OI702067,O51035,P2012,1,0.15
OI702068,O51036,P2010,2,0.2
OI702069,O51036,P2006,2,0.0
OI702070,O51036,P2004,5,0.15
OI702071,O51037,P2011,2,0.15
OI702072,O51037,P2005,5,0.1
OI702073,O51037,P2011,4,0.15
OI702074,O51038,P2010,2,0.1
OI702075,O51038,P2006,1,0.1
OI702076,O51038,P2006,2,0.0
OI702077,O51039,P2007,1,0.15
OI702078,O51039,P2003,1,0.1
OI702079,O51040,P2011,1,0.05
OI702080,O51040,P2009,2,0.2
OI702081,O51041,P2012,5,0.0
OI702082,O51041,P2006,4,0.0
OI702083,O51041,P2006,4,0.15
OI702084,O51042,P2011,4,0.0
OI702085,O51042,P2004,5,0.0
OI702086,O51043,P2005,5,0.15
OI702087,O51044,P2005,5,0.05
OI702088,O51045,P2006,4,0.15
OI702089,O51045,P2010,1,0.1
OI702090,O51046,P2006,4,0.15
OI702091,O51046,P2005,1,0.2
OI702092,O51046,P2010,5,0.05
OI702093,O51047,P2004,1,0.0
OI702094,O51048,P2012,2,0.1
OI702095,O51049,P2005,5,0.0
OI702096,O51049,P2011,4,0.05
OI702097,O51050,P2006,5,0.0
OI702098,O51050,P2001,3,0.2
OI702099,O51050,P2001,4,0.2
OI702100,O51051,P2011,4,0.05
OI702101,O51051,P2011,4,0.0
OI702102,O51052,P2008,5,0.15
OI702103,O51052,P2006,2,0.0
OI702104,O51053,P2008,5,0.0
OI702105,O51054,P2008,1,0.05
OI702106,O51054,P2004,4,0.05
OI702107,O51054,P2010,2,0.0
OI702108,O51055,P2005,3,0.15
OI702109,O51056,P2002,2,0.1
OI702110,O51056,P2005,4,0.2
OI702111,O51057,P2007,5,0.05
OI702112,O51057,P2007,2,0.15
OI702113,O51058,P2002,1,0.0
OI702114,O51058,P2001,1,0.15
OI702115,O51058,P2011,3,0.2
OI702116,O51059,P2010,4,0.0
OI702117,O51059,P2007,3,0.15
OI702118,O51059,P2010,1,0.15
OI702119,O51060,P2002,3,0.2
OI702120,O51060,P2001,1,0.2
OI702121,O51060,P2003,4,0.2
OI702122,O51061,P2006,3,0.05
OI702123,O51061,P2005,3,0.2
OI702124,O51062,P2011,1,0.05
OI702125,O51062,P2010,3,0.05
OI702126,O51062,P2004,1,0.05
OI702127,O51063,P2005,3,0.05
OI702128,O51063,P2003,5,0.1
OI702129,O51064,P2008,3,0.1
OI702130,O51065,P2009,1,0.2
OI702131,O51066,P2005,2,0.1
OI702132,O51066,P2008,3,0.0
OI702133,O51067,P2004,1,0.2
OI702134,O51067,P2004,3,0.0
OI702135,O51068,P2005,1,0.2
OI702136,O51068,P2004,3,0.1
OI702137,O51069,P2008,3,0.0
OI702138,O51069,P2009,1,0.1
OI702139,O51070,P2006,1,0.15
OI702140,O51070,P2006,1,0.0
OI702141,O51071,P2008,3,0.15
OI702142,O51071,P2010,5,0.2
OI702143,O51072,P2010,3,0.1
OI702144,O51072,P2008,1,0.15
OI702145,O51072,P2008,3,0.2
OI702146,O51073,P2012,5,0.2
OI702147,O51073,P2004,1,0.05
OI702148,O51073,P2009,5,0.2
OI702149,O51074,P2009,5,0.15
OI702150,O51074,P2002,3,0.05
OI702151,O51074,P2008,4,0.05
OI702152,O51075,P2002,2,0.2
OI702153,O51076,P2012,5,0.2
OI702154,O51076,P2003,2,0.0
OI702155,O51077,P2003,2,0.0
OI702156,O51078,P2007,4,0.15
OI702157,O51078,P2012,1,0.05
OI702158,O51078,P2004,3,0.1
OI702159,O51079,P2007,2,0.1
OI702160,O51079,P2012,3,0.1
OI702161,O51079,P2003,1,0.05
OI702162,O51080,P2006,5,0.1
OI702163,O51081,P2011,4,0.15
OI702164,O51081,P2010,2,0.1
OI702165,O51082,P2010,3,0.2
OI702166,O51082,P2003,1,0.15
OI702167,O51083,P2009,2,0.0
OI702168,O51083,P2004,3,0.1
OI702169,O51083,P2012,5,0.15
OI702170,O51084,P2002,3,0.15
OI702171,O51085,P2004,1,0.05
OI702172,O51085,P2010,5,0.2
OI702173,O51085,P2008,1,0.2
OI702174,O51086,P2004,5,0.1
OI702175,O51087,P2007,1,0.05
OI702176,O51088,P2004,5,0.1
OI702177,O51088,P2008,4,0.1
OI702178,O51088,P2001,5,0.1
OI702179,O51089,P2007,4,0.05
OI702180,O51089,P2011,2,0.15
OI702181,O51090,P2007,1,0.05
OI702182,O51090,P2001,3,0.15
OI702183,O51091,P2010,2,0.05
OI702184,O51091,P2006,2,0.2
OI702185,O51092,P2005,4,0.0
OI702186,O51092,P2002,2,0.05
OI702187,O51092,P2003,3,0.15
OI702188,O51093,P2006,1,0.05
OI702189,O51093,P2010,5,0.0
OI702190,O51094,P2010,1,0.1
OI702191,O51095,P2010,3,0.05
OI702192,O51095,P2010,4,0.2
OI702193,O51095,P2007,5,0.15
OI702194,O51096,P2004,4,0.0
OI702195,O51097,P2005,2,0.1
OI702196,O51097,P2012,5,0.1
OI702197,O51097,P2001,5,0.2
OI702198,O51098,P2008,3,0.0
OI702199,O51098,P2002,1,0.2
OI702200,O51099,P2007,2,0.0
OI702201,O51100,P2001,5,0.15
OI702202,O51100,P2010,1,0.2
OI702203,O51100,P2008,3,0.15
OI702204,O51101,P2004,2,0.1
